epoch,acc,loss,lr,val_acc,val_loss
0,0.282688888889,1.92394932518,0.009999999776482582,0.3886,1.7332646389
1,0.479888888889,1.43067525219,0.009999999776482582,0.573,1.20392009392
2,0.579422222222,1.17600663893,0.009999999776482582,0.6132,1.09741590042
3,0.640644444444,1.01352049227,0.009999999776482582,0.5792,1.17566431351
4,0.690377777778,0.882506938971,0.009999999776482582,0.666,0.998473923683
5,0.731488888889,0.766591412181,0.009999999776482582,0.7494,0.705550274277
6,0.760488888889,0.686600967799,0.009999999776482582,0.7736,0.659785153008
7,0.785133333333,0.610814899688,0.009999999776482582,0.7792,0.661237198448
8,0.805733333333,0.56076101567,0.009999999776482582,0.774,0.68494995079
9,0.821822222222,0.511454004457,0.009999999776482582,0.757,0.731417727089
10,0.835933333333,0.47077634414,0.009999999776482582,0.786,0.667828406525
11,0.847933333333,0.431328792153,0.009999999776482582,0.7874,0.65853015976
12,0.863088888889,0.39095767173,0.009999999776482582,0.8086,0.584525279045
13,0.873955555556,0.354875955613,0.009999999776482582,0.8234,0.562665797234
14,0.884555555556,0.32946976436,0.009999999776482582,0.8064,0.62864011879
15,0.890622222222,0.309756572051,0.009999999776482582,0.8098,0.610982134438
16,0.898911111111,0.285150281624,0.009999999776482582,0.8256,0.560263736343
17,0.909444444444,0.255089457251,0.009999999776482582,0.8296,0.568915414238
18,0.914,0.242621608761,0.009999999776482582,0.8186,0.667376939774
19,0.921244444444,0.222993781983,0.009999999776482582,0.8262,0.625056446838
20,0.926222222222,0.210400425749,0.009999999776482582,0.8282,0.635947266388
21,0.928422222222,0.200995867825,0.009999999776482582,0.8236,0.63387996769
22,0.934955555556,0.187793767537,0.009999999776482582,0.825,0.634420809937
23,0.937088888889,0.18150068499,0.009999999776482582,0.8256,0.652881084728
24,0.940222222222,0.171189566069,0.009999999776482582,0.8108,0.79682392025
25,0.941911111111,0.166020085822,0.009999999776482582,0.8266,0.674176976967
26,0.946044444444,0.153565645152,0.009999999776482582,0.822,0.732793642426
27,0.947533333333,0.151213216737,0.009999999776482582,0.828,0.724164765453
28,0.973933333333,0.0756975096275,0.0009999999310821295,0.8502,0.692212960815
29,0.983311111111,0.047693466573,0.0009999999310821295,0.8516,0.712350861645
30,0.986533333333,0.0398938969028,0.0009999999310821295,0.8488,0.719477374554
31,0.9888,0.0338060698972,0.0009999999310821295,0.852,0.74876116333
32,0.990155555556,0.0299223452537,0.0009999999310821295,0.8534,0.769870444012
33,0.991533333333,0.0256463656989,0.0009999999310821295,0.8564,0.787503899288
34,0.992666666667,0.0224801946104,0.0009999999310821295,0.854,0.808795125866
35,0.993022222222,0.0217338878487,0.0009999999310821295,0.8542,0.81353298111
36,0.992777777778,0.0215664403591,0.0009999999310821295,0.8528,0.82165637846
37,0.992955555556,0.0209524581913,0.0009999999310821295,0.853,0.837092827225
38,0.993733333333,0.0189231084168,9.99999901978299e-05,0.8522,0.834104352188
39,0.994177777778,0.0176858050529,9.99999901978299e-05,0.8526,0.834182204056
40,0.994511111111,0.0169638760409,9.99999901978299e-05,0.8528,0.833305382156
41,0.994466666667,0.0168774627788,9.99999901978299e-05,0.8524,0.835037539291
42,0.994044444444,0.0176849814141,9.99999901978299e-05,0.8538,0.834970596313
43,0.994377777778,0.0164695260988,9.99999901978299e-05,0.854,0.832634973717
44,0.995022222222,0.0153671948151,9.99999901978299e-05,0.8528,0.836685472488
45,0.994955555556,0.0165549343192,9.99999901978299e-05,0.854,0.837578955269
46,0.994555555556,0.0160307878483,9.99999901978299e-05,0.854,0.839301027966
47,0.995377777778,0.0157832958313,9.99999901978299e-05,0.8542,0.838393840408
48,0.995066666667,0.0167499815487,9.99999883788405e-06,0.8544,0.837952358913
49,0.994733333333,0.0161219064569,9.99999883788405e-06,0.8544,0.83816546669
