epoch,acc,loss,lr,val_acc,val_loss
0,0.2366,2.02473848012,0.009999999776482582,0.3464,1.75272441025
1,0.434666666667,1.53663575626,0.009999999776482582,0.4204,1.75279491539
2,0.536844444444,1.2967047944,0.009999999776482582,0.5688,1.20880638103
3,0.593222222222,1.14657930341,0.009999999776482582,0.6434,1.00458351822
4,0.637244444444,1.02796434276,0.009999999776482582,0.6936,0.872026781082
5,0.678888888889,0.928563376914,0.009999999776482582,0.6962,0.845825816727
6,0.704288888889,0.847573017036,0.009999999776482582,0.744,0.7450352314
7,0.728666666667,0.780578507021,0.009999999776482582,0.7564,0.716163617897
8,0.747733333333,0.733845612759,0.009999999776482582,0.768,0.676924016762
9,0.762755555556,0.684645985222,0.009999999776482582,0.7726,0.664822237778
10,0.775066666667,0.651879066065,0.009999999776482582,0.7744,0.651596397018
11,0.789288888889,0.617946621407,0.009999999776482582,0.782,0.638943693161
12,0.797333333333,0.587900988409,0.009999999776482582,0.7754,0.683610094833
13,0.804066666667,0.565831327883,0.009999999776482582,0.7744,0.717718036366
14,0.814244444444,0.535942906353,0.009999999776482582,0.8038,0.604904741287
15,0.817644444444,0.524007339282,0.009999999776482582,0.8124,0.562765242004
16,0.827888888889,0.497131185516,0.009999999776482582,0.8124,0.573582228851
17,0.834244444444,0.480272679234,0.009999999776482582,0.8036,0.603517233658
18,0.837333333333,0.469557035436,0.009999999776482582,0.8012,0.597767425156
19,0.8446,0.45201385622,0.009999999776482582,0.7948,0.633190890503
20,0.848577777778,0.440606817717,0.009999999776482582,0.8212,0.546727408218
21,0.853622222222,0.423004886749,0.009999999776482582,0.812,0.572996648312
22,0.856311111111,0.412551291392,0.009999999776482582,0.8214,0.567481612682
23,0.861888888889,0.399352145375,0.009999999776482582,0.8122,0.594542724419
24,0.863733333333,0.393653283776,0.009999999776482582,0.8194,0.565756093979
25,0.867311111111,0.378117161571,0.009999999776482582,0.8034,0.638932207298
26,0.8732,0.369466164377,0.009999999776482582,0.8238,0.557530114651
27,0.872533333333,0.366716609248,0.009999999776482582,0.8172,0.581443560982
28,0.876111111111,0.354320455825,0.009999999776482582,0.8334,0.548755979729
