epoch,acc,loss,lr,val_acc,val_loss
0,0.23112,2.03885254391,0.009999999776482582,0.3382,1.88107395668
1,0.42026,1.56388977219,0.009999999776482582,0.4833,1.43073622961
2,0.52024,1.3265029332,0.009999999776482582,0.5883,1.14240629525
3,0.58204,1.16946910593,0.009999999776482582,0.6644,0.946804835939
4,0.63136,1.05128783295,0.009999999776482582,0.6768,0.926395158958
5,0.66872,0.951884388885,0.009999999776482582,0.7144,0.815321349764
6,0.69448,0.881436168919,0.009999999776482582,0.7453,0.735226976514
7,0.71106,0.838484541168,0.009999999776482582,0.7406,0.734570504522
8,0.72588,0.793102403793,0.009999999776482582,0.7681,0.676524218678
9,0.74024,0.753652496643,0.009999999776482582,0.7681,0.679691409671
10,0.75032,0.729953028297,0.009999999776482582,0.7773,0.648611875844
11,0.75958,0.703138220768,0.009999999776482582,0.7908,0.611454666567
12,0.76948,0.679210539742,0.009999999776482582,0.7961,0.591158197474
13,0.77376,0.659890057831,0.009999999776482582,0.7831,0.646782910478
14,0.78166,0.64156234005,0.009999999776482582,0.8079,0.566569590569
15,0.78702,0.626714859962,0.009999999776482582,0.7939,0.597607941747
16,0.79328,0.608326717682,0.009999999776482582,0.8222,0.518893289161
17,0.79418,0.603655189695,0.009999999776482582,0.8202,0.529237650084
18,0.80124,0.585908837204,0.009999999776482582,0.8199,0.52179537394
19,0.80754,0.570903183765,0.009999999776482582,0.8187,0.528546487772
20,0.80602,0.565920761013,0.009999999776482582,0.823,0.51589345293
21,0.81092,0.553071056385,0.009999999776482582,0.8267,0.509466654062
22,0.81264,0.547529885941,0.009999999776482582,0.8253,0.51461668359
23,0.81624,0.536802144623,0.009999999776482582,0.8355,0.48645499658
24,0.82118,0.53146029501,0.009999999776482582,0.8313,0.493583747235
25,0.82234,0.52468225668,0.009999999776482582,0.8325,0.487839710373
26,0.82274,0.520173693562,0.009999999776482582,0.8336,0.49582328341
27,0.82584,0.51268955812,0.009999999776482582,0.8377,0.463807522076
28,0.82732,0.508891276383,0.009999999776482582,0.8455,0.459120566303
29,0.83022,0.499409568868,0.009999999776482582,0.8352,0.475408841777
30,0.83114,0.494173515754,0.009999999776482582,0.8383,0.47567404567
31,0.83402,0.489715375977,0.009999999776482582,0.8451,0.459045196182
32,0.83474,0.489686524258,0.009999999776482582,0.8377,0.472705315518
33,0.83682,0.484273893547,0.009999999776482582,0.8522,0.4391374883
34,0.83896,0.473872543936,0.009999999776482582,0.8435,0.450917793429
35,0.839,0.473589147224,0.009999999776482582,0.8401,0.461377545148
36,0.84266,0.465598600407,0.009999999776482582,0.8471,0.44530496999
37,0.84182,0.46588117775,0.009999999776482582,0.8498,0.441072552419
38,0.8453,0.455043997574,0.009999999776482582,0.856,0.427399290514
39,0.8442,0.456943846359,0.009999999776482582,0.8449,0.451495973676
40,0.84522,0.454528535233,0.009999999776482582,0.848,0.44304073413
41,0.84606,0.452869034033,0.009999999776482582,0.8564,0.425875125498
42,0.85132,0.440097900314,0.009999999776482582,0.8513,0.442549411526
43,0.8514,0.438165601578,0.009999999776482582,0.8572,0.42213268044
44,0.85118,0.439363525829,0.009999999776482582,0.848,0.451368894282
45,0.85226,0.435981189537,0.009999999776482582,0.8423,0.466101732063
46,0.84836,0.446963609791,0.009999999776482582,0.8539,0.431813889274
47,0.85288,0.431719074154,0.009999999776482582,0.8526,0.436507343575
48,0.85612,0.422501829915,0.009999999776482582,0.8574,0.424093633077
49,0.85338,0.429259483681,0.009999999776482582,0.8615,0.413347402883
50,0.85656,0.422107585678,0.009999999776482582,0.854,0.427589964837
51,0.85726,0.420581939545,0.009999999776482582,0.8549,0.429977572373
52,0.8567,0.424684175825,0.009999999776482582,0.8605,0.409536890367
53,0.85788,0.423676710205,0.009999999776482582,0.8612,0.413605563027
54,0.85936,0.414780357876,0.009999999776482582,0.8555,0.426885943252
55,0.8596,0.416093260479,0.009999999776482582,0.8539,0.417441033345
56,0.85914,0.414906314163,0.009999999776482582,0.8679,0.40053229697
57,0.8604,0.413075233727,0.009999999776482582,0.8637,0.406043327713
58,0.85862,0.417992996626,0.009999999776482582,0.8621,0.409580344886
59,0.8612,0.410672537069,0.009999999776482582,0.8597,0.414331972954
60,0.86282,0.405734445448,0.009999999776482582,0.8592,0.416802148862
61,0.86232,0.408613122139,0.009999999776482582,0.8584,0.423617227137
62,0.8633,0.406291908569,0.009999999776482582,0.8638,0.401343603069
63,0.86266,0.408488754559,0.009999999776482582,0.8693,0.398897158831
64,0.86392,0.400980176773,0.009999999776482582,0.8609,0.430546346024
65,0.86708,0.398597404709,0.009999999776482582,0.8566,0.439853543912
66,0.86298,0.401594198952,0.009999999776482582,0.8621,0.415311411074
67,0.86402,0.400725142994,0.009999999776482582,0.8604,0.412972649866
68,0.865,0.399181636467,0.009999999776482582,0.8596,0.418841495126
69,0.8675,0.394417586966,0.009999999776482582,0.8707,0.386669439957
70,0.86658,0.398617694254,0.009999999776482582,0.8702,0.397986352628
71,0.86992,0.391814577312,0.009999999776482582,0.8665,0.395728551456
72,0.86742,0.396889655724,0.009999999776482582,0.865,0.408089471677
73,0.86818,0.389342514157,0.009999999776482582,0.862,0.410464243641
74,0.86854,0.390789550705,0.009999999776482582,0.8623,0.413084723872
75,0.86826,0.391041963177,0.009999999776482582,0.8646,0.40324396722
76,0.87136,0.387619946022,0.009999999776482582,0.8708,0.391030928728
77,0.87012,0.3873535779,0.009999999776482582,0.87,0.394163492145
78,0.87204,0.381643318343,0.009999999776482582,0.8673,0.397794056642
79,0.87204,0.38178619173,0.009999999776482582,0.8697,0.394626022261
